Name,"Base 
Currency",Ticker,ISIN,"Global Broad 
Category Group","Global 
Category",Morningstar Category,"Morningstar 
Institutional Category","Morningstar 
Rating 
Overall",US Category Group,Domicile,Fund Legal Structure,"Equity 
Style Box (Long)","Fixed Inc 
Style Box (Long)",Firm Name,Branding Name,"Inception 
Date",Manager Name,Manager History,Manager Ownership Level,"Manager 
Tenure 
(Longest)","Manager 
Tenure 
(Average)","Primary Prospectus 
Benchmark","Primary Prospectus 
Benchmark Id","Primary Prospectus 
Benchmark Inception Date","Net Assets 
Date",Net Assets-Share Class USD,"Fund Size 
Date","Fund Size 
USD","Holding of 
an Investment","Oldest 
Share Class","12 Mo 
Yield Date","12 Mo 
Yield","Latest 
Dividend 
Date","Latest Dividend 
USD",Share Split,"Latest 
Capital Gain 
Date","Latest 
Capital Gain 
USD","Portfolio 
Date","Return Date 
(Daily)","NAV (Daily) 
USD","Total Ret 
1 Day 
(Daily) 
USD","Total Ret 
YTD 
(Daily) 
USD","Total Ret 
1 Yr 
(Daily) 
USD","Total Ret 
Annlzd 2 Yr 
(Daily) 
USD","Total Ret 
Annlzd 3 Yr 
(Daily) 
USD","Total Ret 
Annlzd 5 Yr 
(Daily) 
USD","Annual Report 
Net Expense 
Ratio","Annual Report 
Ongoing Charge","Annual Report 
Ongoing Charge 
Date","Annual Report 
Gross Expense 
Ratio","Prospectus 
Objective",Turnover Ratio % Date,"Turnover 
Ratio %",SecId,PerformanceId,FundId,StrategyId,StrategyId,CUSIP,Investment Type,"Performance 
Data Ready","Price 
Data Ready","Operations 
Data Ready","Portfolio 
Data Ready","Note Effective 
Date","Primary Share 
in Market","Target Date 
Report Date","Equity Profile 
Report Date",Annual Report Adjusted Expense Ratio,Prospectus Adjusted Expense Ratio,Submarket
SEI Large Cap Value Y (SIMT),US Dollar,SVAYX,US78413L7047,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,SEI,SEI,10/30/2015,Thomas C. Seto;Josef Lakonishok;James P. Cullen;Menno Vermeulen;James J. Clarke;Puneet Mansharamani;Patrick S. Kaser;David L. Hintz;Stephen C. Dolce;Jennifer Chang;Paul W. Bouchey;Greg Sleight;Guy Lakonishok;Eugene Barbaneagra;Celia Rodgers;,[2011-07-08 -- 2013-10-21] Robert W. Kleinschmidt;[1999-01-31 -- 2005-02-28] Management Team;[2016-01-15 -- 2020-04-03] Clifford S. Asness;[2015-07-17 -- ] Thomas C. Seto;[2015-07-17 -- 2018-04-19] Peter A. Thompson;[2009-01-31 -- 2016-01-15] Theodore R. Aronson;[2008-12-15 -- 2009-04-30] Judith A. DeVivo;[1995-12-31 -- ] Josef Lakonishok;[2006-01-31 -- 2008-01-30] Robert W. Vishny;[2010-01-31 -- 2011-01-30] Robert G. Hagstrom;[2015-07-17 -- 2018-04-19] Brian L. Kramp;[2011-07-08 -- 2013-10-21] Joseph A. Zock;[2006-01-31 -- 2007-02-04] John S. Cone;[2010-04-26 -- 2015-07-17] Andrew D. Lacey;[2006-09-30 -- 2009-04-30] Joshua B. Lisser;[2006-09-30 -- 2009-01-30] Seth J. Masters;[2018-04-19 -- ] James P. Cullen;[2006-01-31 -- 2007-02-04] Michael F. Dunn;[2011-07-08 -- 2013-10-21] James E. Hunt;[2006-01-31 -- 2007-02-04] Oliver E. Buckley;[2010-04-26 -- 2015-07-17] J. Richard Tutino;[2008-12-15 -- 2011-01-30] Stuart P. Kaye;[2008-12-15 -- 2011-01-30] Bill Miller;[2008-07-16 -- 2011-01-30] Mary Chris Gay;[1995-12-31 -- ] Menno Vermeulen;[2006-01-31 -- 2007-02-04] Kristin Crawford;[2015-07-17 -- 2018-04-19] Richard A. Snow;[2006-01-31 -- 2009-01-30] Drew Demakis;[2015-07-17 -- 2018-04-19] Joshua R. Schachter;[2013-10-21 -- ] James J. Clarke;[2007-02-05 -- 2011-07-07] E. Robert Fernholz;[2006-01-31 -- 2007-02-04] Kevin M. Johnson;[2008-01-31 -- 2011-01-30] Kevin M. Johnson;[2003-12-31 -- 2015-01-31] Martha E. Ortiz;[2009-01-31 -- 2016-01-15] Gina Marie N. Moore;[2015-07-17 -- 2018-04-19] Joseph D. Famoso;[2007-02-05 -- 2009-01-30] David Hurley;[2007-02-05 -- 2009-01-30] Cary Maguire;[2007-02-05 -- 2011-07-07] Joseph W. Runnels;[2006-09-30 -- 2009-01-30] Thomas J. Fontaine;[2006-01-31 -- ] Puneet Mansharamani;[2006-01-31 -- 2007-02-04] Tony Garvin;[2006-01-31 -- 2007-02-04] Patrick Slattery;[2013-10-21 -- ] Patrick S. Kaser;[2013-10-21 -- 2018-01-31] Paul R. Lesutis;[2010-04-26 -- 2015-07-17] Nicholas Sordoni;[2015-07-17 -- 2018-04-19] Jessica W. Bemer;[2008-12-15 -- 2009-04-30] Karen A. Sesin;[2008-12-15 -- 2009-04-30] Dokyoung Lee;[2008-12-15 -- 2011-07-07] Adrian Banner;[2015-07-17 -- 2017-01-31] Nathan T. Snyder;[2009-01-31 -- 2016-01-15] Stefani Cranston;[2003-12-31 -- 2015-01-31] R. Brian Wenzinger;[2008-12-15 -- 2010-01-30] Jason Greene;[2008-12-15 -- 2009-04-30] Marc O. Mayer;[2008-12-15 -- 2009-04-30] Melanie May;[2016-01-15 -- 2020-04-03] Ronen Israel;[2016-01-15 -- 2017-01-31] Lars N. Nielsen;[2020-01-31 -- 2020-04-03] Lars N. Nielsen;[2010-04-26 -- 2015-07-17] Ronald Temple;[2016-01-15 -- 2020-01-31] Jacques A. Friedman;[2011-07-08 -- 2013-10-21] Peter D. Shawn;[2009-12-31 -- 2016-01-15] Christopher J. W. Whitehead;[2017-12-31 -- ] David L. Hintz;[2015-07-17 -- 2018-04-19] Anne S. Wickland;[2016-01-31 -- ] Stephen C. Dolce;[2015-07-17 -- 2018-04-19] Simon C. Rosenberg;[2015-07-17 -- 2018-04-19] Joseph F. Artuso;[2016-12-31 -- 2020-04-03] Andrea Frazzini;[2012-12-31 -- 2016-01-15] Gregory J. Rogers;[2009-12-31 -- 2017-01-31] Gregory L. McIntire;[2018-04-19 -- ] Jennifer Chang;[2015-07-17 -- ] Paul W. Bouchey;[2014-10-14 -- ] Greg Sleight;[2014-10-14 -- ] Guy Lakonishok;[2016-12-31 -- ] Eugene Barbaneagra;[2016-12-31 -- 2020-04-03] Michele L. Aghassi;[2021-01-31 -- ] Celia Rodgers;,Thomas C. Seto [$0 - None];Josef Lakonishok [NA - FC Inconsistent];James P. Cullen [$0 - None];Menno Vermeulen [NA - FC Inconsistent];James J. Clarke [$0 - None];Puneet Mansharamani [NA - FC Inconsistent];Patrick S. Kaser [$0 - None];David L. Hintz [$0 - None];Stephen C. Dolce [$0 - None];Jennifer Chang [$0 - None];Paul W. Bouchey [$0 - None];Greg Sleight [NA - FC Inconsistent];Guy Lakonishok [NA - FC Inconsistent];Eugene Barbaneagra [$0 - None];Celia Rodgers [$0 - None];,25.92,8.89,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"216,948,149.00",11/5/2021,"1,615,994,964.00",No,No,10/31/2021,1.89,10/4/2021,0.12,,12/12/2019,0.43,9/30/2021,11/5/2021,28.85,,,,,,,0.64,,,0.68,Growth and Income,9/30/2020,65,F00000U3WC,0P00013WIP,FSUSA00806,STUSA05S1I,STUSA05S1I,78413L704,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.64,0.64,
SEI Tax-Managed Mgd Volatility Y (SIMT),US Dollar,STVYX,US78413L8292,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,SEI,SEI,4/30/2015,Thomas C. Seto;Josef Lakonishok;Dennis M. Bein;Menno Vermeulen;Puneet Mansharamani;Harindra de Silva;Ryan Brown;Paul W. Bouchey;Greg Sleight;Guy Lakonishok;Jason Karceski;Eugene Barbaneagra;,[2007-12-20 -- ] Thomas C. Seto;[2009-01-31 -- 2018-08-03] Theodore R. Aronson;[2010-12-03 -- ] Josef Lakonishok;[2007-12-20 -- 2010-01-30] Gregory M McMurran;[2007-12-20 -- ] Dennis M. Bein;[2007-12-20 -- 2011-01-30] Steven Sapra;[2008-03-31 -- 2010-01-30] Stuart P. Kaye;[2010-12-03 -- ] Menno Vermeulen;[2007-12-20 -- 2011-01-30] Kevin M. Johnson;[2008-01-31 -- 2015-01-31] Martha E. Ortiz;[2009-01-31 -- 2018-08-03] Gina Marie N. Moore;[2010-12-03 -- ] Puneet Mansharamani;[2007-12-20 -- ] Harindra de Silva;[2010-12-31 -- ] Ryan Brown;[2007-12-20 -- 2010-01-30] Roger Clarke;[2009-01-31 -- 2018-08-03] Stefani Cranston;[2008-01-31 -- 2015-01-31] R. Brian Wenzinger;[2009-12-31 -- 2018-08-03] Christopher J. W. Whitehead;[2012-12-31 -- 2018-08-03] Gregory J. Rogers;[2014-10-14 -- ] Paul W. Bouchey;[2014-10-14 -- ] Greg Sleight;[2014-10-14 -- ] Guy Lakonishok;[2014-10-14 -- ] Jason Karceski;[2010-12-31 -- ] Eugene Barbaneagra;,Thomas C. Seto [$0 - None];Josef Lakonishok [NA - FC Inconsistent];Dennis M. Bein [$0 - None];Menno Vermeulen [NA - FC Inconsistent];Puneet Mansharamani [NA - FC Inconsistent];Harindra de Silva [$0 - None];Ryan Brown [$0 - None];Paul W. Bouchey [$0 - None];Greg Sleight [NA - FC Inconsistent];Guy Lakonishok [NA - FC Inconsistent];Jason Karceski [NA - FC Inconsistent];Eugene Barbaneagra [$0 - None];,13.92,10.39,Russell 3000 TR USD,XIUSA000O6,12/31/1978,11/5/2021,"88,483,631.00",11/5/2021,"1,065,368,559.00",Yes,No,10/31/2021,1.15,10/4/2021,0.05,,12/10/2020,0.13,9/30/2021,11/5/2021,21.05,,,,,,,0.75,,,0.98,Asset Allocation,9/30/2020,27,F00000U3WK,0P00013WIX,FSUSA08616,STUSA05S0Z,STUSA05S0Z,78413L829,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.75,0.75,
Smead Value A,US Dollar,SVFAX,US83178C8082,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Smead Funds,Smead,1/24/2014,William W. Smead;Tony A. Scherrer;Cole W. Smead;,[2008-01-02 -- ] William W. Smead;[2008-04-25 -- ] Tony A. Scherrer;[2014-08-31 -- ] Cole W. Smead;,"William W. Smead [$1,000,001 and above];Tony A. Scherrer [$1,000,001 and above];Cole W. Smead [$1,000,001 and above];",13.83,11.56,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"281,390,934.00",11/5/2021,"3,133,912,657.00",Yes,No,10/31/2021,0.52,12/17/2020,0.37,,12/17/2020,0.36,9/30/2021,11/5/2021,72.69,,,,,,,1.23,,,1.23,Growth,11/30/2020,40.26,F00000QE1Y,0P0000ZF0T,FSUSA08H8Z,STUSA0502L,STUSA0502L,83178C808,Open-End Fund,Yes,Yes,Yes,Yes,,,,,1.23,1.26,
Smead Value R1,US Dollar,SVFDX,US83178C3034,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Smead Funds,Smead,11/21/2014,William W. Smead;Tony A. Scherrer;Cole W. Smead;,[2008-01-02 -- ] William W. Smead;[2008-04-25 -- ] Tony A. Scherrer;[2014-08-31 -- ] Cole W. Smead;,"William W. Smead [$1,000,001 and above];Tony A. Scherrer [$1,000,001 and above];Cole W. Smead [$1,000,001 and above];",13.83,11.56,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"179,895.00",11/5/2021,"3,133,912,657.00",No,No,10/31/2021,0.3,12/17/2020,0.21,,12/17/2020,0.36,9/30/2021,11/5/2021,71.98,,,,,,,1.52,,,1.52,Growth,11/30/2020,40.26,F00000U25R,0P00013TS8,FSUSA08H8Z,STUSA0502L,STUSA0502L,83178C303,Open-End Fund,Yes,Yes,Yes,Yes,,,,,1.52,1.59,
Smead Value R2,US Dollar,SVFKX,US83178C4024,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Smead Funds,Smead,11/21/2014,William W. Smead;Tony A. Scherrer;Cole W. Smead;,[2008-01-02 -- ] William W. Smead;[2008-04-25 -- ] Tony A. Scherrer;[2014-08-31 -- ] Cole W. Smead;,"William W. Smead [$1,000,001 and above];Tony A. Scherrer [$1,000,001 and above];Cole W. Smead [$1,000,001 and above];",13.83,11.56,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"98,771.00",11/5/2021,"3,133,912,657.00",No,No,10/31/2021,0.39,12/17/2020,0.28,,12/17/2020,0.36,9/30/2021,11/5/2021,74.32,,,,,,,1.43,,,1.43,Growth,11/30/2020,40.26,F00000U25S,0P00013TS9,FSUSA08H8Z,STUSA0502L,STUSA0502L,83178C402,Open-End Fund,Yes,Yes,Yes,Yes,,,,,1.43,1.44,
Smead Value Y,US Dollar,SVFYX,US83178C7092,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Smead Funds,Smead,11/21/2014,William W. Smead;Tony A. Scherrer;Cole W. Smead;,[2008-01-02 -- ] William W. Smead;[2008-04-25 -- ] Tony A. Scherrer;[2014-08-31 -- ] Cole W. Smead;,"William W. Smead [$1,000,001 and above];Tony A. Scherrer [$1,000,001 and above];Cole W. Smead [$1,000,001 and above];",13.83,11.56,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"252,548,837.00",11/5/2021,"3,133,912,657.00",Yes,No,10/31/2021,0.76,12/17/2020,0.55,,12/17/2020,0.36,9/30/2021,11/5/2021,73.49,,,,,,,0.84,,,0.88,Growth,11/30/2020,40.26,F00000U25V,0P00013TSC,FSUSA08H8Z,STUSA0502L,STUSA0502L,83178C709,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.84,0.84,
Sound Shore Institutional,US Dollar,SSHVX,US8360832047,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Sound Shore,Sound Shore,12/9/2013,Harry Burn;T. Gibbs Kane;John P. DeGulis;,[1985-05-17 -- ] Harry Burn;[1985-05-17 -- ] T. Gibbs Kane;[2003-09-30 -- ] John P. DeGulis;,"Harry Burn [$1,000,001 and above];T. Gibbs Kane [$1,000,001 and above];John P. DeGulis [$1,000,001 and above];",36.5,30.39,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"602,558,256.00",11/5/2021,"1,317,766,321.00",No,No,10/31/2021,0.56,6/17/2021,0.18,,12/29/2020,3,9/30/2021,11/5/2021,53.13,,,,,,,0.75,,,0.84,Growth,12/31/2020,77,F00000QJCW,0P0000ZQ68,FSUSA002FS,STUSA04AVW,STUSA04AVW,836083204,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.75,0.75,
Sterling Capital Equity Income R6,US Dollar,STREX,US85918D6572,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Sterling Capital Funds,BB&T,2/1/2018,George F. Shipp;Charles (Chip) J. Wittmann;Adam B. Bergman;,[2004-06-30 -- ] George F. Shipp;[2021-07-12 -- ] Charles (Chip) J. Wittmann;[2016-02-01 -- ] Adam B. Bergman;,"George F. Shipp [$1,000,001 and above];Charles (Chip) J. Wittmann [$100,001 - $500,000];Adam B. Bergman [$100,001 - $500,000];",17.42,7.83,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"71,142,951.00",11/5/2021,"2,447,224,108.00",No,No,10/31/2021,1.25,9/29/2021,0.1,,12/11/2019,0.84,9/30/2021,11/5/2021,28.63,,,,,,,0.67,,,0.78,Equity-Income,9/30/2020,33.6,F00000ZTLP,0P0001CB8S,FSUSA06DUT,STUSA04EGS,STUSA04EGS,85918D657,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.67,0.67,
T. Rowe Price Equity Income I,US Dollar,REIPX,US7795474052,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,T. Rowe Price,T. Rowe Price,12/17/2015,John D. Linehan,[1985-10-31 -- 1994-03-01] Thomas H. Broadus;[2015-11-01 -- ] John D. Linehan;[1985-10-31 -- 2015-11-01] Brian C. Rogers;,John D. Linehan [NA - FC Inconsistent],6,6,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"3,032,302,580.00",11/5/2021,"19,470,785,178.00",Yes,No,10/31/2021,1.75,9/28/2021,0.18,,12/11/2020,0.43,9/30/2021,11/5/2021,38.46,,,,,,,0.55,,,0.55,Equity-Income,12/31/2020,24.2,F00000WMWU,0P000174SX,FSUSA0020Z,STUSA0658D,STUSA0658D,779547405,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.55,0.55,
T. Rowe Price Equity Income Z,US Dollar,TRZQX,US87284A1016,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,T. Rowe Price,T. Rowe Price,2/22/2021,John D. Linehan,[1985-10-31 -- 1994-03-01] Thomas H. Broadus;[2015-11-01 -- ] John D. Linehan;[1985-10-31 -- 2015-11-01] Brian C. Rogers;,John D. Linehan [NA - FC Inconsistent],6,6,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"1,404,743,090.00",11/5/2021,"19,470,785,178.00",Yes,No,,,9/28/2021,0.23,,,,9/30/2021,11/5/2021,38.49,,,,,,,,,,,Equity-Income,12/31/2020,24.2,F0000167RU,0P0001LCD2,FSUSA0020Z,STUSA0658D,STUSA0658D,87284A101,Open-End Fund,Yes,Yes,Yes,Yes,,,,,,0,
T. Rowe Price Lrg Cp Va Inv,US Dollar,TRLUX,US87283V2051,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,T. Rowe Price,T. Rowe Price,5/4/2020,John D. Linehan;Mark S. Finn;Gabriel Solomon;Heather K. McPherson;,[2000-03-31 -- 2006-06-30] Stephen W. Boesel;[2000-03-31 -- ] John D. Linehan;[2000-03-31 -- 2015-10-31] Brian C. Rogers;[2006-07-01 -- 2010-02-24] David R. Giroux;[2010-02-25 -- ] Mark S. Finn;[2021-10-01 -- ] Gabriel Solomon;[2015-01-01 -- ] Heather K. McPherson;,John D. Linehan [NA - FC Inconsistent];Mark S. Finn [NA - FC Inconsistent];Gabriel Solomon [NA - New Manager];Heather K. McPherson [NA - FC Inconsistent];,21.67,10.08,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"79,505,725.00",11/5/2021,"4,109,478,455.00",No,No,10/31/2021,1.67,12/15/2020,0.49,,12/15/2020,0.22,9/30/2021,11/5/2021,29.53,,,,,,,0.7,,,0.8,Growth,12/31/2020,31.5,F000014U13,0P0001JA99,FSUSA0098H,STUSA04ANM,STUSA04ANM,87283V205,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.7,0.7,
T. Rowe Price Value I,US Dollar,TRPIX,US7795783015,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Blend,,T. Rowe Price,T. Rowe Price,8/28/2015,Mark S. Finn,[2003-03-31 -- 2009-12-30] John D. Linehan;[1994-09-30 -- 2003-03-31] Brian C. Rogers;[2009-12-31 -- ] Mark S. Finn;,Mark S. Finn [NA - FC Inconsistent],11.92,11.92,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"3,772,126,711.00",11/5/2021,"38,701,006,513.00",Yes,No,10/31/2021,0.72,12/14/2020,0.38,,12/14/2020,0.68,9/30/2021,11/5/2021,52.83,,,,,,,0.63,,,0.64,Growth,12/31/2020,114.6,F00000VWN2,0P000165VP,FSUSA0000G,STUSA05I9F,STUSA05I9F,779578301,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.63,0.63,
T. Rowe Price Value Z,US Dollar,TRZAX,US7795784005,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Blend,,T. Rowe Price,T. Rowe Price,3/16/2020,Mark S. Finn,[2003-03-31 -- 2009-12-30] John D. Linehan;[1994-09-30 -- 2003-03-31] Brian C. Rogers;[2009-12-31 -- ] Mark S. Finn;,Mark S. Finn [NA - FC Inconsistent],11.92,11.92,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"28,781,827,615.00",11/5/2021,"38,701,006,513.00",Yes,No,10/31/2021,1.13,12/14/2020,0.6,,12/14/2020,0.68,9/30/2021,11/5/2021,53.09,,,,,,,0,,,0.64,Growth,12/31/2020,114.6,F000014VO9,0P0001JCSP,FSUSA0000G,STUSA05I9F,STUSA05I9F,779578400,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0,0,
TIAA-CREF Large-Cap Value Advisor,US Dollar,TRLHX,US87245R1692,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,TIAA Investments,TIAA,12/4/2015,Charles J Carr,[2004-07-06 -- 2018-11-15] Athanasios (Tom) Kolefas;[2002-10-01 -- 2002-11-30] Management Team;[2002-12-01 -- 2020-01-17] Richard Cutler;[2018-11-15 -- ] Charles J Carr;,Charles J Carr [NA - FC Inconsistent],3,3,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"528,329.00",11/5/2021,"5,532,361,495.00",Yes,No,10/31/2021,1.49,12/11/2020,0.34,,12/7/2018,1.53,8/31/2021,11/5/2021,23.5,,,,,,,0.46,,,0.47,Growth and Income,10/31/2020,26,F00000W9TJ,0P00016MVB,FSUSA00J1X,STUSA05CES,STUSA05CES,87245R169,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.46,0.49,
TIAA-CREF Large-Cap Value Idx Advisor,US Dollar,THCVX,US87245R2849,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,TIAA Investments,TIAA,12/4/2015,Philip James(Jim) Campagna;Lei Liao;Darren Tran;,[2002-10-01 -- 2004-08-15] Management Team;[2004-08-16 -- 2014-05-30] Anne Sapp;[2005-12-31 -- ] Philip James(Jim) Campagna;[2014-05-30 -- ] Lei Liao;[2019-03-01 -- ] Darren Tran;,Philip James(Jim) Campagna [NA - FC Inconsistent];Lei Liao [NA - FC Inconsistent];Darren Tran [NA - FC Inconsistent];,15.92,8.69,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"16,425,741.00",11/5/2021,"9,148,152,114.00",Yes,No,10/31/2021,1.73,12/11/2020,0.43,,12/6/2019,0.86,8/31/2021,11/5/2021,25.17,,,,,,,0.19,,,0.19,Growth and Income,10/31/2020,33,F00000W9TK,0P00016MVC,FSUSA00JF8,STUSA05R15,STUSA05R15,87245R284,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.19,0.19,
TIAA-CREF Large-Cap Value Idx W,US Dollar,THCWX,US87245P2700,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,TIAA Investments,TIAA,9/30/2019,Philip James(Jim) Campagna;Lei Liao;Darren Tran;,[2002-10-01 -- 2004-08-15] Management Team;[2004-08-16 -- 2014-05-30] Anne Sapp;[2005-12-31 -- ] Philip James(Jim) Campagna;[2014-05-30 -- ] Lei Liao;[2019-03-01 -- ] Darren Tran;,Philip James(Jim) Campagna [NA - FC Inconsistent];Lei Liao [NA - FC Inconsistent];Darren Tran [NA - FC Inconsistent];,15.92,8.69,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"37,509,808.00",11/5/2021,"9,148,152,114.00",Yes,No,10/31/2021,1.89,12/11/2020,0.47,,12/6/2019,0.86,8/31/2021,11/5/2021,25.24,,,,,,,0,,,0.05,Growth and Income,10/31/2020,33,F000010I3A,0P0001DC6Y,FSUSA00JF8,STUSA05R15,STUSA05R15,87245P270,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0,0,
TIAA-CREF Large-Cap Value W,US Dollar,TRLWX,US87245P1710,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,TIAA Investments,TIAA,9/28/2018,Charles J Carr,[2004-07-06 -- 2018-11-15] Athanasios (Tom) Kolefas;[2002-10-01 -- 2002-11-30] Management Team;[2002-12-01 -- 2020-01-17] Richard Cutler;[2018-11-15 -- ] Charles J Carr;,Charles J Carr [NA - FC Inconsistent],3,3,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"2,838,233,073.00",11/5/2021,"5,532,361,495.00",Yes,No,10/31/2021,1.84,12/11/2020,0.43,,12/7/2018,1.53,8/31/2021,11/5/2021,23.61,,,,,,,0,,,0.41,Growth and Income,10/31/2020,26,F000010I37,0P0001DC6V,FSUSA00J1X,STUSA05CES,STUSA05CES,87245P171,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0,0,
Touchstone Dividend Equity Institutional,US Dollar,TQCIX,US89155T4581,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Touchstone,Touchstone Investments,7/19/2021,Brendan M. White;James E. Wilhelm;Austin R Kummer;,[1998-06-08 -- 2005-02-28] Management Team;[2021-07-19 -- ] Brendan M. White;[2013-10-18 -- 2021-07-19] Andrew Sheridan;[2013-10-18 -- 2021-07-19] Timothy Campion;[2005-10-28 -- 2007-02-27] Paul Ma;[2013-10-18 -- 2021-07-19] Timothy P Pettee;[2021-07-19 -- ] James E. Wilhelm;[2006-09-12 -- 2013-10-18] Brendan G. Voege;[2019-12-31 -- 2021-07-19] Jane Bayar Algieri;[2021-07-19 -- ] Austin R Kummer;,Brendan M. White [$0 - None];James E. Wilhelm [$0 - None];Austin R Kummer [$0 - None];,0.33,0.33,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"412,046.00",11/5/2021,"3,848,408,007.00",No,No,,,9/28/2021,0.08,,,,8/31/2021,11/5/2021,18.09,,,,,,,,,,,Growth and Income,10/31/2020,68,F000016GZS,0P0001LOQ2,FSUSA003UY,STUSA070YK,STUSA070YK,89155T458,Open-End Fund,Yes,Yes,Yes,Yes,,,,,,0.67,
